molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL2206995,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C(=O)C(C)C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,170.0,active
CHEMBL2207065,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,270.0,active
CHEMBL2207043,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,210.0,active
CHEMBL2207042,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,250.0,active
CHEMBL2207069,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,91.0,active
CHEMBL2206994,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,100.0,active
CHEMBL2207044,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCOC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,270.0,active
CHEMBL2207050,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,110.0,inactive
CHEMBL2206992,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6(C)COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,400.0,inactive
CHEMBL2206993,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,100.0,inactive
CHEMBL3403815,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,140.0,inactive
CHEMBL3403817,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,120.0,inactive
CHEMBL3403818,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,130.0,inactive
CHEMBL3403819,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,68.0,intermediate
CHEMBL3403820,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,120.0,intermediate
CHEMBL3403822,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,110.0,inactive
CHEMBL3403823,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,210.0,intermediate
CHEMBL3403824,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,170.0,inactive
CHEMBL3403825,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,86.0,inactive
CHEMBL3403826,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,86.0,inactive
CHEMBL3403827,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,120.0,inactive
CHEMBL3403816,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,110.0,inactive
CHEMBL576840,O=C(Cc1ccccc1)NC(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)C(=O)O,1950.0,intermediate
CHEMBL3400292,CNc1ccc(C(=O)NC(CCCCCNC(=O)OCc2ccccc2)C(=O)O)cc1,2750.0,intermediate
CHEMBL3582126,C[C@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,95900.0,inactive
CHEMBL3582127,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCCO)c21)CCC3=O,28000.0,inactive
CHEMBL3582128,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCO)c21)CCC3=O,34300.0,inactive
CHEMBL3582129,C[C@@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,71900.0,inactive
CHEMBL3582130,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O,10100.0,inactive
CHEMBL3582132,C[C@]12C[C@H](O)C3=C(C(=O)c4occ5c4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,1200.0,inactive
CHEMBL3582133,C[C@]12CC[C@H](O)c3coc(c31)C(=O)C1=C2C[C@@H](O)[C@]2(C)C(=O)CC[C@@H]12,43500.0,inactive
CHEMBL549959,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,13400.0,inactive
CHEMBL3593276,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F,26000.0,inactive
CHEMBL3593277,CCN1/C(=C/C=C/c2sc3ccc(OCc4no[n+]([O-])c4C(N)=O)cc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.O=S(=O)([O-])C(F)(F)F,17000.0,inactive
CHEMBL3593280,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-],26000.0,inactive
CHEMBL81782,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],3300.0,inactive
CHEMBL3593278,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.[I-],7700.0,inactive
CHEMBL3593279,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(Oc3no[n+]([O-])c3-c3ccccc3)cc21.[I-],1600.0,intermediate
CHEMBL3593282,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-],800.0,inactive
CHEMBL3594076,COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)ccc1O,4300.0,inactive
CHEMBL3594077,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1,15800.0,inactive
CHEMBL3594078,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1O,1300.0,inactive
CHEMBL3594079,COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc(OC)c1O,2900.0,inactive
CHEMBL3622510,O=C(O)c1c(O)cc2c([nH]c3ccccc32)c1O,15000.0,intermediate
CHEMBL3621634,Oc1ccc(/C=C/c2ccc(O)c3ncccc23)cc1,8500.0,inactive
CHEMBL3622258,CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)/C=C/c1ccc(O)c(O)c1,3960.0,inactive
CHEMBL3740785,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2,244300.0,intermediate
CHEMBL3741682,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1OC=CC(C)(C)O2,300000.0,active
CHEMBL3742121,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2,300000.0,intermediate
CHEMBL3741529,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1cc2c(cc15)OC(C)(C)C=CO2,300000.0,active
CHEMBL3739748,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,269500.0,intermediate
CHEMBL3741300,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6C=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,203700.0,intermediate
CHEMBL3741111,CC1=CC[C@@H]2[C@@]3(C)[C@@H](O)CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,300000.0,active
CHEMBL3739499,CC1=CC[C@@H]2[C@@]3(C)C=CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,300000.0,active
CHEMBL3740688,CN1C(=O)[C@@]23CCC(=O)N2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4C=CC(C)(C)O1)C(C)(C)[C@@H]2C3,186600.0,active
CHEMBL3742151,CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC=C(C)[C@@]34C[C@]3(OC(C)=C(C)C3=O)C(=O)O4)[C@@]12C,300000.0,inactive
CHEMBL469159,CC1(C)C=Cc2cc(C(=O)O)ccc2O1,300000.0,intermediate
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,71900.0,active
CHEMBL3740705,COc1cccc(N2N=C(C)CC2=O)c1,50000.0,intermediate
CHEMBL3739861,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,50000.0,intermediate
CHEMBL3741643,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1,26000.0,intermediate
CHEMBL3741680,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1,27000.0,intermediate
CHEMBL3741909,CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1,5600.0,intermediate
CHEMBL3741268,COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1,3400.0,intermediate
CHEMBL3742091,CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1,14500.0,inactive
CHEMBL3741747,CC1=NN(c2ccc(-n3c(-c4ccccc4)cc4ccccc43)cc2)C(=O)C1,19600.0,inactive
CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,50000.0,intermediate
CHEMBL1880288,CC1=NN(c2ccccc2C)C(=O)C1,50000.0,inactive
CHEMBL3742311,CC1=NN(c2cccc(C)c2)C(=O)C1,50000.0,intermediate
CHEMBL3740157,CC1=NN(c2ccc(C)cc2)C(=O)C1,50000.0,active
CHEMBL3739456,CC1=NN(c2ccc3ccccc3c2)C(=O)C1,50000.0,active
CHEMBL3740761,CCc1ccccc1N1N=C(C)CC1=O,50000.0,active
CHEMBL3740979,CC1=NN(c2cc(C)ccc2C)C(=O)C1,50000.0,active
CHEMBL3742036,COc1cc(N2N=C(C)CC2=O)nc(OC)n1,50000.0,active
CHEMBL3740667,CC1=NN(c2cccnc2)C(=O)C1,50000.0,active
CHEMBL3740581,CC1=NN(c2cccc(N3CCCC3)c2)C(=O)C1,16800.0,inactive
CHEMBL3739947,COc1cc(F)cc(N2N=C(C)CC2=O)c1,50000.0,active
CHEMBL3740346,CC1=NN(c2ccc(C(F)(F)F)cc2)C(=O)C1,50000.0,active
CHEMBL3741408,CC1=NN(c2ccc(C)c(F)c2)C(=O)C1,50000.0,intermediate
CHEMBL3742186,CC1=NN(c2cc(F)ccc2C)C(=O)C1,50000.0,active
CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,30300.0,active
CHEMBL66,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,33000.0,active
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,15300.0,active
CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,500000.0,active
CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,75100.0,active
CHEMBL503168,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,55400.0,active
CHEMBL3752685,Cl.Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,8400.0,active
CHEMBL3751854,COc1ccc(CC(=O)Nc2nc(-c3ccccc3)cs2)cc1,10600.0,active
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,11300.0,active
CHEMBL3781419,Cc1ccc(-c2cc(NCCNc3cc(-c4cccs4)[nH]n3)n[nH]2)cc1,29000.0,active
CHEMBL3781022,CN(C)c1ccc(-c2cc(NCCNc3cc(-c4ccc(N(C)C)cc4)[nH]n3)n[nH]2)cc1,7500.0,active
CHEMBL3781026,Fc1ccc(-c2cc(NCCNc3cc(-c4ccc(F)cc4)[nH]n3)n[nH]2)cc1,40500.0,active
CHEMBL3797646,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,71.28,active
CHEMBL3797706,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,22.54,active
CHEMBL3799558,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,51.81,active
CHEMBL3798857,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2,45.29,active
CHEMBL3797623,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,77.45,active
CHEMBL3798989,COc1cc(OC)cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c1,55.86,active
CHEMBL3797363,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,30.74,active
CHEMBL3799703,COc1ccc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,65.5,active
CHEMBL3797381,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)ccc1O,37.36,active
CHEMBL3800453,O=C(COC(=O)c1ccc(O)c(O)c1)Nc1c2c(nc3ccccc13)CCCC2,17.36,active
CHEMBL3800317,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,49.14,active
CHEMBL3799950,COc1cc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,45.88,active
CHEMBL3798813,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1O,46.12,active
CHEMBL3799175,O=C(COC(=O)/C=C/c1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,51.77,active
CHEMBL3799641,O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2c(nc3ccccc13)CCCC2,38.96,active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,12.21,active
CHEMBL3814397,Nc1nc(NCC2CCCCC2)nc2ccccc12,25000.0,active
CHEMBL3815140,CC(C)Nc1nc(N)c2ccccc2n1,25000.0,active
CHEMBL3814981,CCCNc1nc(N)c2ccccc2n1,25000.0,active
CHEMBL3814610,Nc1nc(NCCc2ccccc2)nc2ccccc12,25000.0,active
CHEMBL3814189,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,25000.0,active
CHEMBL3813837,Nc1nc(NCc2cccc(F)c2)nc2ccccc12,14700.0,active
CHEMBL3814001,Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,1700.0,active
CHEMBL3814125,Nc1nc(NCc2cccc(Br)c2)nc2ccccc12,2700.0,active
CHEMBL3815148,Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,8100.0,active
CHEMBL3814191,Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12,13400.0,active
CHEMBL3814611,Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,5300.0,active
CHEMBL3815150,Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12,13800.0,active
CHEMBL3814909,COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,25000.0,active
CHEMBL3814324,COc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000.0,active
CHEMBL3813859,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1,22500.0,active
CHEMBL3814103,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000.0,active
CHEMBL3814134,Nc1nc(NCc2ccccc2)nc2ccccc12,8400.0,active
CHEMBL410263,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],8700.0,active
CHEMBL3815002,Nc1nc(NCC2CCCCC2)c2ccccc2n1,25000.0,active
CHEMBL3814123,Nc1nc(NCCc2ccccc2)c2ccccc2n1,25000.0,active
CHEMBL3357256,Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,25000.0,inactive
CHEMBL3814748,Nc1nc(NCc2cccc(F)c2)c2ccccc2n1,25000.0,inactive
CHEMBL3814631,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,14800.0,inactive
CHEMBL3814270,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,22300.0,inactive
CHEMBL3813811,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,25000.0,inactive
CHEMBL3814383,Nc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,25000.0,active
CHEMBL3814660,Nc1nc(NCc2ccc(C(F)(F)F)cc2)c2ccccc2n1,25000.0,active
CHEMBL3814349,Nc1nc(NCc2cccc(C(F)(F)F)c2)c2ccccc2n1,21000.0,active
CHEMBL3813788,COc1ccc(CNc2nc(N)nc3ccccc23)cc1,25000.0,active
CHEMBL3813971,Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,25000.0,inactive
CHEMBL3814363,Cc1cccc(CNc2nc(N)nc3ccccc23)c1,25000.0,active
CHEMBL3815078,Nc1nc(NCc2ccccc2)c2ccccc2n1,25000.0,active
CHEMBL3814965,CC(C)Nc1nc(N)nc2ccccc12,10200.0,active
CHEMBL3814813,CCCNc1nc(N)nc2ccccc12,14900.0,active
CHEMBL3814429,COc1cccc(CNc2nc(N)nc3ccccc23)c1,20600.0,active
CHEMBL429694,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],1300.0,active
CHEMBL3815004,CNc1cccc(CCNc2cccc(NCCc3ccccn3)n2)n1,35000.0,active
CHEMBL3814529,CNc1cccc(NCCCc2cccc(NCCCc3ccccn3)n2)n1,17000.0,active
CHEMBL3814719,CNc1cccc(NCCc2cccc(NCCc3ccccn3)n2)n1,25000.0,active
CHEMBL3814159,CNc1cccc(NCCc2cccc(NCc3ccccn3)n2)n1,13000.0,active
CHEMBL3813916,CNc1cccc(CCNc2cccc(CCN(c3ccccn3)c3ccccn3)n2)n1,240000.0,active
CHEMBL3814563,CNc1cccc(CCNc2cccc(CCNc3ccccn3)n2)n1,280000.0,active
CHEMBL3818600,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,9200.0,active
CHEMBL3819454,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,11750.0,active
CHEMBL3818053,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,10110.0,active
CHEMBL3942680,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1OC,4600.0,active
CHEMBL405110,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],500.0,active
CHEMBL3953399,COc1cc(OCc2ccccn2)ccc1/C=C/c1cc(/C=C/c2ccc3cc[nH]c3c2)[nH]n1,1200.0,active
CHEMBL3948937,COc1cc(OCc2ccccn2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,470.0,active
CHEMBL3901022,COc1cc(OCc2ccccc2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,5400.0,active
CHEMBL3938007,COc1cc(OCC2CCCO2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,2500.0,active
CHEMBL3965306,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)c(OC)c1,610.0,inactive
CHEMBL3911126,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,520.0,inactive
CHEMBL3981143,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccco2)ccc1O,760.0,inactive
CHEMBL3889997,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccnc2)ccc1O,10000.0,inactive
CHEMBL3892054,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccccc2)ccc1O,2200.0,intermediate
CHEMBL3950384,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)ccc1O,420.0,inactive
CHEMBL3922663,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3ccccc3c2)ccc1O,590.0,inactive
CHEMBL3978488,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3c(c2)OCO3)ccc1O,3700.0,inactive
CHEMBL3672436,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,930.0,inactive
CHEMBL3970179,COc1cc(O)cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c1,1100.0,inactive
CHEMBL3940632,COc1ccc(O)c(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c1,1800.0,inactive
CHEMBL3672401,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O,920.0,inactive
CHEMBL3969106,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(O)ccc2OC)ccc1O,1300.0,inactive
CHEMBL3672439,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2c(O)cccc2OC)ccc1O,1600.0,inactive
CHEMBL3958051,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1O,2100.0,inactive
CHEMBL3911667,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)ccc1O,1900.0,inactive
CHEMBL3986412,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(OC)c2O)ccc1O,5400.0,inactive
CHEMBL3922564,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCCCNc4c5c(nc6ccccc46)CCCC5)cc3o2)cc1,9470.0,inactive
CHEMBL3883958,OC[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1cn(C[C@@H]2Cc3c([nH]c4ccccc34)CN2)nn1,66360.0,inactive
CHEMBL3944195,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc1)C2,12200.0,intermediate
CHEMBL3925265,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)cc1)C2,7400.0,intermediate
CHEMBL3913721,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccoc4)CC3)cc1)C2,10900.0,intermediate
CHEMBL3951861,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2,9900.0,inactive
CHEMBL1086286,CCS(=O)(=O)NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,1.0,intermediate
CHEMBL1086287,O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,14.0,intermediate
