,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDon,NumHAcc,pIC50
60,CHEMBL231351,O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,active,503.0240000000001,4.247400000000004,1.0,6.0,6.187086643357144
61,CHEMBL395313,CN1CCCC1CCNC(=O)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,active,506.0680000000001,4.444900000000004,1.0,5.0,6.221848749616356
62,CHEMBL231250,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,532.1060000000002,4.937000000000005,0.0,5.0,7.136677139879544
63,CHEMBL231248,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,560.1600000000001,5.717200000000006,0.0,5.0,7.221848749616356
64,CHEMBL395312,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,546.1330000000002,5.327100000000006,0.0,5.0,6.443697499232712
65,CHEMBL390889,O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,582.1660000000003,6.021100000000007,1.0,5.0,6.721246399047171
66,CHEMBL231647,O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,568.1390000000004,5.6310000000000064,1.0,5.0,6.045757490560675
67,CHEMBL231545,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active,560.1600000000001,5.717200000000006,0.0,5.0,6.7447274948966935
68,CHEMBL231035,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,intermediate,546.1330000000002,5.327100000000006,0.0,5.0,6.0
69,CHEMBL230931,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active,522.0670000000003,3.376800000000002,1.0,6.0,6.167491087293763
70,CHEMBL425304,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active,508.04000000000036,2.9867000000000017,1.0,6.0,6.055517327849832
71,CHEMBL231125,CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,intermediate,492.04100000000017,4.014300000000003,0.0,5.0,6.107905397309519
72,CHEMBL390478,CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,active,478.01400000000024,3.6242000000000028,0.0,5.0,5.721246399047171
73,CHEMBL231544,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,517.0510000000002,4.643300000000004,1.0,6.0,7.0655015487564325
74,CHEMBL389549,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,503.0240000000001,4.253200000000004,1.0,6.0,6.552841968657781
75,CHEMBL231447,CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,inactive,520.0950000000001,4.840800000000004,1.0,5.0,6.657577319177793
76,CHEMBL240055,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,inactive,622.1779999999998,6.522200000000008,0.0,5.0,9.522878745280337
77,CHEMBL240286,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,456.9920000000001,3.3976000000000024,1.0,5.0,7.251811972993799
78,CHEMBL240285,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,inactive,471.0190000000001,3.7877000000000036,1.0,5.0,7.327902142064283
79,CHEMBL398395,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,intermediate,469.00300000000027,3.3976000000000024,1.0,5.0,7.337242168318426
80,CHEMBL240284,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,inactive,541.0160000000002,4.638500000000006,1.0,5.0,7.769551078621726
81,CHEMBL240071,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,intermediate,554.0310000000003,3.4833000000000025,1.0,6.0,7.853871964321762
82,CHEMBL240070,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,500.06100000000026,2.940900000000002,1.0,6.0,7.920818753952375
83,CHEMBL240069,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,intermediate,512.0720000000003,2.940900000000001,1.0,6.0,7.568636235841013
84,CHEMBL442801,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,active,592.1239999999999,5.823700000000006,0.0,5.0,8.455931955649724
85,CHEMBL239859,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,538.1540000000003,5.281300000000006,0.0,5.0,8.455931955649724
86,CHEMBL239858,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,552.1810000000004,5.671400000000006,0.0,5.0,8.602059991327963
87,CHEMBL400420,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,active,550.1650000000002,5.281300000000005,0.0,5.0,8.55284196865778
88,CHEMBL239629,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,active,584.085,4.1818000000000035,1.0,6.0,8.619788758288394
89,CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,intermediate,540.1260000000001,3.7195000000000027,1.0,6.0,7.920818753952375
90,CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,intermediate,526.0990000000003,3.331000000000002,1.0,6.0,7.795880017344075
91,CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,intermediate,539.6890000000004,4.906100000000005,0.0,5.0,7.5376020021010435
92,CHEMBL236191,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,intermediate,529.6500000000003,3.3443000000000023,1.0,6.0,7.0915149811213505
93,CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,intermediate,539.6890000000004,4.906100000000005,0.0,5.0,8.161150909262744
94,CHEMBL236189,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,active,527.6340000000002,3.096700000000002,1.0,6.0,7.568636235841013
95,CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,intermediate,529.6500000000003,3.3443000000000023,1.0,6.0,8.017728766960431
96,CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,521.6990000000004,4.767000000000005,0.0,5.0,7.795880017344075
97,CHEMBL236186,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,509.64400000000023,2.957600000000001,1.0,6.0,7.6020599913279625
98,CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,511.6600000000003,3.2052000000000014,1.0,6.0,8.0
99,CHEMBL392060,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,526.0990000000003,3.4719000000000024,1.0,6.0,8.455931955649724
100,CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,528.1150000000004,3.7195000000000027,1.0,6.0,8.161150909262744
101,CHEMBL236183,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,514.0880000000002,3.331000000000002,1.0,6.0,7.769551078621726
102,CHEMBL392059,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,514.0880000000002,3.3294000000000024,1.0,6.0,7.920818753952375
103,CHEMBL236182,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,active,514.0880000000002,3.3294000000000024,1.0,6.0,7.886056647693163
104,CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,529.0990000000003,4.1944000000000035,1.0,6.0,8.045757490560675
105,CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,intermediate,499.0730000000002,4.567900000000004,1.0,5.0,7.552841968657781
106,CHEMBL392144,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,intermediate,499.0730000000002,4.567900000000004,1.0,5.0,8.494850021680094
107,CHEMBL236196,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,active,471.0190000000001,3.7877000000000036,1.0,5.0,6.982966660701219
108,CHEMBL429449,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,active,500.06100000000015,2.939300000000001,1.0,6.0,7.2441251443275085
109,CHEMBL236195,O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,510.1000000000005,4.5011000000000045,0.0,5.0,5.615288257061717
110,CHEMBL236193,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,intermediate,510.1000000000005,4.5011000000000045,0.0,5.0,7.823908740944319
111,CHEMBL392878,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,active,373.45600000000013,4.604000000000003,2.0,5.0,6.221848749616356
112,CHEMBL418455,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,active,528.2980000000001,5.439600000000005,4.0,4.0,5.096910013008056
113,CHEMBL81880,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,active,265.35999999999996,3.5200000000000022,0.0,3.0,6.221848749616356
114,CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,368.3850000000001,3.852600000000003,3.0,6.0,6.096910013008056
115,CHEMBL245688,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,active,453.33200000000016,6.218300000000006,2.0,4.0,7.0
116,CHEMBL245479,CN(C)c1ccc(/C=C/c2cc(I)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,active,494.42000000000013,6.7640000000000065,0.0,2.0,4.698970004336019
117,CHEMBL245478,CN(C)c1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,active,447.42000000000013,6.921900000000007,0.0,2.0,4.698970004336019
118,CHEMBL245477,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,active,368.52400000000006,6.159400000000007,0.0,2.0,4.698970004336019
119,CHEMBL245476,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC,active,481.38600000000025,6.824300000000007,0.0,4.0,4.698970004336019
120,CHEMBL396917,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,active,451.3640000000002,5.971500000000005,2.0,4.0,5.7447274948966935
121,CHEMBL248339,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N1CCCC1,active,480.65200000000044,7.245000000000008,0.0,4.0,4.698970004336019
122,CHEMBL248338,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O,active,400.5220000000001,5.570600000000007,2.0,4.0,5.568636235841013
123,CHEMBL248337,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C,active,428.5760000000002,6.176600000000007,0.0,4.0,5.958607314841775
124,CHEMBL248133,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC,active,400.52200000000016,6.128000000000005,2.0,4.0,5.886056647693163
125,CHEMBL248132,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)c2)cc1N,active,372.46800000000013,5.209000000000004,2.0,4.0,6.522878745280337
126,CHEMBL248131,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,active,400.5220000000001,5.570600000000007,2.0,4.0,6.154901959985743
127,CHEMBL247932,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,active,428.5760000000002,6.176600000000008,0.0,4.0,6.0
128,CHEMBL247931,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC,active,400.52200000000016,6.128000000000006,2.0,4.0,6.221848749616356
129,CHEMBL247930,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,active,372.46800000000013,5.209000000000004,2.0,4.0,6.221848749616356
130,CHEMBL247728,COc1cc(/C=C/c2cc(N(C)C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,active,418.4930000000001,4.916800000000006,2.0,6.0,5.721246399047171
131,CHEMBL247727,COc1cc(/C=C/c2cc(C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,active,389.4510000000001,5.159220000000005,2.0,5.0,5.853871964321762
132,CHEMBL247726,COc1cc(/C=C/c2ccc(O)c(OC)c2)nc(/C=C/c2ccc(O)c(OC)c2)c1,active,405.4500000000001,4.859400000000004,2.0,6.0,5.769551078621726
133,CHEMBL247530,COc1cc(/C=C/c2cc(Cl)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,active,409.86900000000014,5.504200000000005,2.0,5.0,5.958607314841775
134,CHEMBL427878,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,active,454.32000000000016,5.613300000000006,2.0,5.0,5.958607314841775
135,CHEMBL247328,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,active,375.4240000000001,4.850800000000005,2.0,5.0,6.096910013008056
136,CHEMBL247929,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,active,452.3520000000002,5.366500000000005,2.0,5.0,5.958607314841775
137,CHEMBL247927,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,active,401.5100000000001,4.9656000000000065,2.0,5.0,6.045757490560675
138,CHEMBL391205,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C,active,429.5640000000002,5.571600000000006,0.0,5.0,6.096910013008056
139,CHEMBL247725,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,active,373.4560000000001,4.917000000000005,4.0,5.0,6.045757490560675
140,CHEMBL247674,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC,active,401.51000000000016,5.523000000000006,2.0,5.0,6.301029995663981
141,CHEMBL247524,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,active,373.45600000000013,4.604000000000003,2.0,5.0,6.154901959985743
142,CHEMBL427877,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)n2)ccc1O,active,401.5100000000001,4.9656000000000065,2.0,5.0,5.638272163982407
143,CHEMBL394713,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,active,429.5640000000002,5.571600000000005,0.0,5.0,6.045757490560675
144,CHEMBL248327,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(NC)c3)n2)ccc1O,active,373.4560000000001,4.917000000000005,4.0,5.0,6.301029995663981
145,CHEMBL248122,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)n2)ccc1OC,active,401.51000000000016,5.523000000000005,2.0,5.0,5.958607314841775
146,CHEMBL450553,CCN(CCCCCCn1c(=O)c2ccc3c(=O)n(CCCCCCN(CC)Cc4ccccc4OC)c(=O)c4ccc(c1=O)c2c34)Cc1ccccc1OC,active,760.9760000000002,8.21400000000001,0.0,8.0,5.013676222949234
147,CHEMBL492216,CN(C)c1ccc(/C=C/c2cc3ccccc3o2)cc1,active,263.34,4.669200000000004,0.0,2.0,5.638272163982407
148,CHEMBL492217,COc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,active,293.36600000000004,4.677800000000004,0.0,3.0,6.0915149811213505
149,CHEMBL491203,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,active,279.33899999999994,4.374800000000003,1.0,3.0,6.795880017344075
150,CHEMBL509088,Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,active,277.367,4.977620000000004,0.0,2.0,6.886056647693163
151,CHEMBL489978,CN(C)c1ccc(/C=C/c2cc3cc(F)ccc3o2)cc1,active,281.3299999999999,4.808300000000004,0.0,2.0,5.703334809738469
152,CHEMBL446870,CN(C)c1ccc(/C=C/c2cc3cc(Cl)ccc3o2)cc1,active,297.78499999999997,5.322600000000004,0.0,2.0,6.698970004336019
153,CHEMBL489979,CN(C)c1ccc(/C=C/c2cc3cc(Br)ccc3o2)cc1,active,342.23600000000005,5.431700000000004,0.0,2.0,6.327902142064283
154,CHEMBL524114,CN(C)c1ccc(/C=C/c2cc3cc(I)ccc3o2)cc1,intermediate,389.23600000000005,5.273800000000004,0.0,2.0,6.769551078621726
155,CHEMBL524141,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,intermediate,293.36600000000004,4.677800000000004,0.0,3.0,7.154901959985743
156,CHEMBL443097,CN(C)c1ccc(/C=C/c2cc3ccc(O)cc3o2)cc1,intermediate,279.33899999999994,4.374800000000004,1.0,3.0,5.441291429466834
157,CHEMBL491406,Cc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,intermediate,277.367,4.9776200000000035,0.0,2.0,5.46344155742847
158,CHEMBL491407,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1,active,281.3299999999999,4.808300000000004,0.0,2.0,5.6595558851598815
159,CHEMBL490798,CN(C)c1ccc(/C=C/c2cc3ccc(Cl)cc3o2)cc1,intermediate,297.78499999999997,5.322600000000004,0.0,2.0,5.493494967595128
160,CHEMBL490799,CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1,intermediate,342.23600000000005,5.431700000000004,0.0,2.0,5.872895201635193
161,CHEMBL492023,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1,intermediate,389.23600000000005,5.273800000000004,0.0,2.0,5.552841968657781
162,CHEMBL492024,COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,intermediate,265.312,4.194000000000003,1.0,3.0,6.086186147616283
163,CHEMBL523824,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,inactive,279.339,4.653500000000004,1.0,3.0,7.096910013008056
164,CHEMBL444393,Cl.Nc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,inactive,251.285,3.891000000000002,2.0,3.0,5.530177984021837
165,CHEMBL490808,CNc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1.Cl,inactive,265.312,4.350500000000003,2.0,3.0,5.665546248849069
166,CHEMBL490806,COc1ccc2cc(/C=C/c3ccc(N)cc3)oc2c1,inactive,265.31199999999995,4.194000000000003,1.0,3.0,5.26440110030182
167,CHEMBL489994,CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,inactive,279.339,4.653500000000004,1.0,3.0,6.096910013008056
168,CHEMBL489792,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1,inactive,323.39200000000005,4.686400000000004,0.0,4.0,6.795880017344075
169,CHEMBL521929,COc1ccc2cc(/C=C/c3ccc(N(C)C)c(OC)c3)oc2c1,inactive,323.39200000000005,4.686400000000004,0.0,4.0,6.275724130399211
170,CHEMBL515387,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,active,366.4160000000001,0.19670000000000054,1.0,6.0,4.522878745280337
171,CHEMBL1788111,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],intermediate,264.3621971120001,3.7106000000000012,2.0,4.0,7.568636235841013
172,CHEMBL1788121,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],active,265.3501971120001,3.105600000000001,2.0,5.0,7.236572006437063
173,CHEMBL1744459,[3H]N(c1ccc(-c2nc3ccc(OC)cc3s2)cn1)C([3H])([3H])[3H],intermediate,279.3771971120001,3.4086000000000016,1.0,5.0,7.236572006437063
174,CHEMBL1744460,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],intermediate,283.3932956680001,3.129900000000001,1.0,5.0,7.721246399047171
175,CHEMBL1082545,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,active,285.372,3.432900000000002,0.0,5.0,7.0915149811213505
176,CHEMBL1082546,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,active,257.31800000000004,3.105600000000001,2.0,5.0,7.130768280269024
177,CHEMBL1088617,CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1,intermediate,272.333,2.5249000000000006,1.0,6.0,7.3872161432802645
178,CHEMBL1077196,CNc1ncc(-c2nc3ccc(O)cc3s2)cn1,active,258.306,2.5006000000000004,2.0,6.0,6.573488738635425
179,CHEMBL1087548,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,active,284.344,2.4989,2.0,5.0,7.070581074285707
180,CHEMBL1077208,CNc1ccc2nc(-c3ccc(C(N)=O)nc3)sc2c1,active,284.34400000000005,2.4989,2.0,5.0,7.455931955649724
181,CHEMBL1744461,[3H]N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,249.282197112,2.6371,2.0,5.0,6.739928612014925
182,CHEMBL1744462,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(OC)cc3o2)cn1)C([3H])([3H])[3H],active,281.35229566800007,2.9644000000000013,0.0,5.0,6.690369832574102
183,CHEMBL1082889,CNc1ccc(-c2nc3ccc(OC)cc3o2)cn1,active,255.27700000000002,2.940100000000001,1.0,5.0,6.732828271596986
184,CHEMBL1744463,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,267.3252956680001,2.6614000000000004,1.0,5.0,7.070581074285707
185,CHEMBL1083207,CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,active,255.277,2.6614000000000004,1.0,5.0,6.863279432843593
186,CHEMBL1744464,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,268.3132956680001,2.0563999999999996,1.0,6.0,7.1249387366083
187,CHEMBL1084943,CNc1ccc(-c2cc3ccc(O)cc3o2)cn1,active,240.262,3.2421000000000015,2.0,4.0,7.346787486224656
188,CHEMBL1084944,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,active,254.289,3.5451000000000015,1.0,4.0,7.180456064458132
189,CHEMBL1084945,COc1ccc2cc(-c3ccc(C(N)=O)nc3)oc2c1,active,268.272,2.6023000000000005,1.0,4.0,7.221848749616356
190,CHEMBL1084946,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1,active,268.272,2.6023000000000005,1.0,4.0,7.481486060122112
191,CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,active,256.33000000000004,3.7106000000000012,2.0,4.0,7.721246399047171
192,CHEMBL570378,CNc1ccc(-c2nc3ccc(O)cc3s2)cn1,active,257.31800000000004,3.105600000000001,2.0,5.0,7.657577319177793
193,CHEMBL2048299,Oc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,active,273.267,2.976800000000001,2.0,5.0,6.801342913045577
194,CHEMBL2048300,COc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,active,287.29400000000004,3.2798000000000007,1.0,5.0,7.455931955649724
195,CHEMBL2048301,Oc1ccc2nc(-c3ccc(NCCCF)nc3)oc2c1,intermediate,287.29400000000004,3.366900000000001,2.0,5.0,6.403402904373539
196,CHEMBL2048302,Oc1ccc2nc(-c3ccc(NCCF)nc3)sc2c1,intermediate,289.33500000000004,3.4453000000000014,2.0,5.0,7.481486060122112
197,CHEMBL2048303,Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,intermediate,303.362,3.8354000000000017,2.0,5.0,7.180456064458132
198,CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,intermediate,274.32000000000005,3.8497000000000012,2.0,4.0,7.619788758288394
199,CHEMBL2048304,CNc1ccc(-c2nc3ccc(O)cc3s2)nc1F,intermediate,275.30800000000005,3.244700000000001,2.0,5.0,7.356547323513812
200,CHEMBL2048305,CNc1ccc(-c2nc3ccc(OC)cc3s2)c(F)n1,inactive,289.33500000000004,3.5477000000000016,1.0,5.0,7.853871964321762
