,portion,Time,Level,Exception,Category,Recipe,Product,Protein,Fat,Kkal,Carbs,Клетчатка,Ca,Fe,Mg,P,Kali,Na,Zn,Cu,Se,A,Bcar,E,D,C,B1,B2,PP,B6,B9,B12,B4,K
109,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,Chicken pasta bake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chicken-chorizo-ragu,Chicken & chorizo ragu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/roasted-vegetable-lasagne,Easy vegetable lasagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/herby-fish-fingers-chinese-style-rice,Herby fish fingers with Chinese-style rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/easy-scale-cheesy-fish-pie-kale,Easy-to-scale cheesy fish pie with kale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/pulled-pork-tacos-pineapple-salsa,Pulled pork tacos with pineapple salsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/pork-chops-mustardy-butter-beans,Pork chops & mustardy butter beans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/pork-souvlaki,Pork souvlaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/cheesy-ham-hock-spinach-ricotta-lasagne,"Cheesy ham hock, spinach & ricotta lasagne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/one-pan-roast-rack-of-lamb-green-olive-potatoes,One-pan roast rack of lamb & green olive potatoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/gnocchi-fish-pie,Gnocchi fish pie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/pasta-salmon-peas,Pasta with salmon & peas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/fish-pie-mac-n-cheese,Fish pie mac ’n’ cheese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/meatball-garlic-bread-traybake,Meatball & garlic bread traybake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chipotle-chicken-slaw,Chipotle chicken & slaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/roast-chicken-squashed-new-potatoes-cheesy-creamed-spinach,Roast chicken with squashed new potatoes & cheesy creamed spinach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/spiced-salmon-tomato-traybake,Spiced salmon & tomato traybake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/prawn-tikka-masala,Prawn tikka masala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/fish-chip-traybake,Fish & chip traybake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/broccoli-pesto-pancetta-pasta,Broccoli pesto & pancetta pasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,Thai noodle soup with salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/veggie-yaki-udon,Veggie yaki udon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chicory-cups-with-avocado-pink-grapefruit-salsa,Chicory cups with avocado & pink grapefruit salsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/ravioli-lasagne,Ravioli lasagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/easy-butter-chicken,Easy butter chicken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chicken-jalfrezi,Chicken jalfrezi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/superhealthy-pizza,Superhealthy pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chicken-tikka-skewers,Chicken tikka skewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/ultimate-makeover-burgers,Healthy burgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/spinach-sweet-potato-lentil-dhal,"Spinach, sweet potato & lentil dhal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chinese-chicken-curry,Chinese chicken curry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/chicken-madras,Chicken madras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/healthy-fish-chips-tartare-sauce,Healthy fish & chips with tartare sauce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/frying-pan-pizza,Frying pan pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/thai-prawn-ginger-noodles,Thai prawn & ginger noodles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/jerk-chicken-burger,Jerk chicken burger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/bbq-chicken-pizza,BBQ chicken pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/lighter-chinese-chilli-beef,Lighter Chinese chilli beef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/roasted-aloo-gobi,Roasted aloo gobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/butternut-biryani-cucumber-raita,Butternut biryani with cucumber raita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/lamb-squash-biryani-cucumber-raita,Lamb & squash biryani with cucumber raita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/caramelised-onion-goats-cheese-pizza,Caramelised onion & goat's cheese pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/home-style-pork-curry-cauliflower-rice,Home-style pork curry with cauliflower rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/crispy-fish-chips-mushy-peas,Crispy fish & chips with mushy peas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/tofu-asparagus-pad-thai,Vegan pad Thai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/skinny-lamb-biryani,Lighter lamb biryani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/lighter-massaman-chicken-curry,Lighter massaman chicken curry,2.985,6.5,137,1.19,16.95,316,5.915,129.5,52,510,138.5,1.16,0.184,3.6,4,22.5,4.41,0,0.1,0.079,0.11,0.78,0.1955,12.5,0,18.7,70.9
156,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/fish-tacos-baja-sauce,Fish tacos with Baja sauce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/turkey-coriander-burgers-guacamole,Turkey & coriander burgers with guacamole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/lighter-chicken-tacos,Lighter chicken tacos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/burrito-bowl-chipotle-black-beans,Burrito bowl with chipotle black beans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/barbecued-chicken-fajita-skewers,Barbecued chicken fajita skewers,0,0.025,16,3.055,0,0.5,0.045,0,0.5,9,21,0.005,0,0,0,0,0,0,0,0.0055,0,0.7825,0.0765,0,0.455,0,0
161,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/mexican-pulled-chicken-beans,Mexican pulled chicken & beans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/crispy-chicken-0,Crispy chicken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/fish-dogs-lemony-fennel-slaw,Fish dogs with lemony fennel slaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/mushroom-chickpea-burgers,Mushroom & chickpea burgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/jerk-pork-pineapple-skewers-black-beans-rice,Jerk pork & pineapple skewers with black beans & rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,200,30,1,ничего,каша,https://www.bbcgoodfood.com/recipes/lighter-sweet-sour-pork,Lighter Sweet & sour pork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
